HPO ID	English term	Italian term
HP:0010835	Dissociated sensory loss	perdita sensoriale dissociata
HP:0010836	Abnormality of copper homeostasis	anomalia dell'omeostasi del rame
HP:0010837	Decreased serum ceruloplasmin	diminuzione della ceruloplasmina nel siero
HP:0010838	High nonceruloplasmin-bound serum copper	alto livello di rame nel siero non associato a ceruloplasmina
HP:0010839	Increased urinary copper concentration	aumento della concentrazione urinaria di rame
HP:0010841	Multifocal epileptiform discharges	scariche epilessiformi multifocali
HP:0010843	EEG with focal slow activity	elettroencefalogramma con attività focale lenta
HP:0010844	EEG with multifocal slow activity	elettroencefalogramma con attività multifocale lenta
HP:0010845	EEG with generalized slow activity	elettroencefalogramma con attività lenta generalizzata
HP:0010846	EEG with persistent abnormal rhythmic activity	elettroencefalogramma con persistente anomala attività ritmica
HP:0010847	EEG with spike-wave complexes (<2.5 Hz)	elettroencefalogramma con complessi spike-wave (<2.5 hz)
HP:0010848	EEG with spike-wave complexes (2.5-3.5 Hz)	elettroencefalogramma con complessi spike-wave (2.5-3.5 hz) 
HP:0010849	EEG with spike-wave complexes (>3.5 Hz)	elettroencefalogramma con complessi spike-wave(>3.5 hz)
HP:0010850	EEG with spike-wave complexes	elettroencefalogramma con complessi spike-wave
HP:0010851	EEG with burst suppression	elettroencefalogramma con soppressione di scoppio
HP:0010852	EEG with photoparoxysmal response	elettroencefalogramma con risposta fotoparossismale
HP:0010853	EEG with periodic lateralized epileptiform discharges	elettroencefalogramma con scariche epilessiformi lateralized periodici
HP:0010854	EEG with generalized low amplitude activity	elettroencefalogramma con attività generalizzata di bassa ampiezza
HP:0010855	EEG with localized low amplitude activity	elettroencefalogramma con attività localizzate di bassa ampiezza
HP:0010856	EEG with periodic complexes	elettroencefalogramma con complessi periodici
HP:0010857	EEG with periodic abnormalities	elettroencefalogramma con anomalie periodiche
HP:0010858	EEG with hyperventilation-induced epileptiform discharges	elettroencefalogramma con gli scariche epilessiformi iperventilazione indotta
HP:0010859	Frank breech presentation	presentazione podalica franca
HP:0010860	Complete breech presentation	presentazione podalica completa
HP:0010861	Incomplete breech presentation	presentazione podalica incompleta
HP:0010862	Delayed fine motor development	ritardo dello sviluppo motorio fine
HP:0010863	Receptive language delay	ritardo del linguaggio ricettivo
HP:0010864	Intellectual disability, severe	disabilità intellettuale, grave
HP:0010865	Oppositional defiant disorder	disturbo oppositivo-provocatorio
HP:0010866	Abdominal wall defect	difetto della parete addominale
HP:0010867	Dyssynergia	dissinergia
HP:0010868	Ocular dyssynergia	dissinergia ocularie
HP:0010869	Asynergia	asinergia
HP:0010871	Sensory ataxia	atassia sensitiva
HP:0010872	EKG: T-wave inversion	EKG: inversione della T-wave
HP:0010873	Cervical spinal cord atrophy	atrofia del midollo spinale cervicale
HP:0010874	Tendon xanthomatosis	xantomatosi del tendine
HP:0010875	Chaddock reflex	riflesso di Chaddock
HP:0010876	Abnormality of circulating protein level	anomalia del livello di proteina in circolazione
HP:0010877	Unilateral strabismus	strabismo unilaterale
HP:0010878	Fetal cystic hygroma	igroma cistico fetale
HP:0010879	Postnatal cystic hygroma	igroma cistico postnatale
HP:0010880	Increased nuchal translucency	traslucidità nucalel aumentata
HP:0010881	Abnormality of the umbilical cord	anomalia del cordone ombelicale
HP:0010882	Pulmonary valve atresia	atresia della valvola polmonare
HP:0010883	Aortic valve atresia	atresia della valvola aortica
HP:0010884	Acromelia	acromelia
HP:0010885	Aseptic necrosis	necrosi asettica
HP:0010886	Osteochondrosis dissecans	osteocondrosi dissecante
HP:0010888	Morbus Koehler	Morbo di Koehler
HP:0010889	Morbus Kienboeck	Morbo di Kienboeck
HP:0010890	Morbus Osgood-Schlatter	Morbo di Osgood-Schlatter
HP:0010891	Morbus Scheuermann	Morbo di Scheuermann
HP:0010892	Abnormality of branched chain family amino acid metabolism	anomalia del metabolismo degli amminoacidi a catena ramificata
HP:0010893	Abnormality of phenylalanine metabolism	anomalia del metabolismo della fenilalanina
HP:0010894	Abnormality of serine family amino acid metabolism	anomalia del metabolismo della famiglia amminoacidica della serina
HP:0010895	Abnormality of glycine metabolism	anomalia del metabolismo di glicina
HP:0010896	Hypersarcosinemia	ipersarcosinemia
HP:0010897	Hypersarcosinuria	ipersarcosinuria
HP:0010898	Abnormality of sarcosine metabolism	anomalia del metabolismo della sarcosina
HP:0010899	Abnormality of aspartate family amino acid metabolism	anomalia del metabolismo della famiglia amminoacidica dell'aspartato
HP:0010900	Abnormality of threonine metabolism	anomalia del metabolismo della treonina
HP:0010901	Abnormality of methionine metabolism	anomalia del metabolismo della metionina
HP:0010902	Abnormality of glutamine family amino acid metabolism	anomalia del metabolismo della famiglia amminoacidica della glutammina
HP:0010903	Abnormality of glutamine metabolism	anomalia del metabolismo della glutammina
HP:0010904	Abnormality of histidine family amino acid metabolism	anomalia del metabolismo della famiglia aminoacidica dell'istidina
HP:0010905	Abnormality of histidine metabolism	anomalia del metabolismo dell'istidina
HP:0010906	Hyperhistidinemia	iperistidinemia
HP:0010907	Abnormality of proline metabolism	anomalia del metabolismo della prolina
HP:0010908	Abnormality of lysine metabolism	anomalia del metabolismo della lisina
HP:0010909	Abnormality of arginine metabolism	anomalia del metabolismo della arginina
HP:0010910	Hypervalinemia	ipervalinemia
HP:0010911	Hyperleucinemia	iperleucinemia
HP:0010912	Abnormality of isoleucine metabolism	anomalia del metabolismo dell'isoleucina
HP:0010913	Hyperisoleucinemia	iperisoleucinemia
HP:0010914	Abnormality of valine metabolism	anomalia del metabolismo della valina
HP:0010915	Abnormality of pyruvate family amino acid metabolism	anomalia del metabolismo del piruvato
HP:0010916	Abnormality of alanine metabolism	anomalia del metabolismo dell'alanina
HP:0010917	Abnormality of tyrosine metabolism	anomalia del metabolismo della tirosina
HP:0010918	Abnormality of cysteine metabolism	anomalia del metabolismo della cisteina
HP:0010919	Abnormality of homocysteine metabolism	anomalia del metabolismo dell'omocisteina
HP:0010920	Zonular cataract	cataratta zonulare
HP:0010921	Coralliform cataract	cataratta coralliforme
HP:0010922	Membranous cataract	cataratta membranosa
HP:0010923	Anterior subcapsular cataract	cataratta sottocapsulare anteriore
HP:0010924	Posterior cortical cataract	cataratta corticale posteriore
HP:0010925	Nuclear punctate cataract	cataratta punctata nucleare
HP:0010926	Aculeiform cataract	cataratta aculeiforme
HP:0010927	Abnormality of divalent inorganic cation homeostasis	anomalia dell'omeostasi dei cationi inorganico bivalenti
HP:0010928	Abnormality of orotic acid metabolism	anomalia del metabolismo acido orotico
HP:0010929	Abnormality of cation homeostasis	anomalia dell'omeostasi dei cationi
HP:0010930	Abnormality of monovalent inorganic cation homeostasis	anomalia dell'omeostasi dei cationi inorganici monovalenti
HP:0010931	Abnormality of sodium homeostasis	anomalia dell'omeostasi del sodio
HP:0010932	Abnormality of nucleobase metabolism	anomalia del metabolismo di base azotata
HP:0010933	Abnormality of xanthine metabolism	anomalia del metabolismo della xantina
HP:0010934	Xanthinuria	xantinuria
HP:0010935	Abnormality of the upper urinary tract	anomalia del tratto urinario superiore
HP:0010936	Abnormality of the lower urinary tract	anomalia delle vie urinarie inferiori
HP:0010937	Abnormality of the nasal skeleton	anomalia dello scheletro nasale
HP:0010938	Abnormality of the external nose	anomalia del naso esterno
HP:0010939	Abnormality of the nasal bone	anomalia dell'osso nasale
HP:0010940	Aplasia/Hypoplasia of the nasal bone	aplasia/ipoplasia dell'osso nasale
HP:0010941	Aplasia of the nasal bone	aplasia dell'osso nasale
HP:0010942	Echogenic intracardiac focus	focus intracardiaco ecogenico
HP:0010943	Echogenic fetal bowel	viscere ecogeniche fetali
HP:0010944	Abnormality of the renal pelvis	anomalia della pelvi renale
HP:0010945	Mild fetal pyelectasis	pielectasi fetale lieve
HP:0010946	Dilatation of the renal pelvis	dilatazione della pelvi renale
HP:0010947	Abnormality of ductus venosus blood flow	anomalia del flusso di sangue nel dotto venoso
HP:0010948	Abnormality of the fetal cardiovascular system	anomalia del sistema cardiovascolare fetale
HP:0010949	Abnormality of umbilical vein blood flow	anomalia del flusso sanguigno della vena ombelicale
HP:0010950	Abnormality of the fourth ventricle	anomalia del quarto ventricolo
HP:0010951	Abnormality of the third ventricle	anomalia del terzo ventricolo
HP:0010952	Mild fetal ventriculomegaly	lieve ventricolomegalia fetale
HP:0010953	Noncommunicating hydrocephalus	idrocefalia non-comunicante
HP:0010954	Hypoplastic right heart	cuore destro ipoplasico
HP:0010955	Dilatation of the bladder	dilatazione della vescica
HP:0010956	Fetal megacystis	megacisti fetale
HP:0010957	Congenital posterior urethral valve	valvola uretrale posteriore congenita
HP:0010958	Bilateral renal agenesis	agenesia renale bilaterale
HP:0010959	Congenital cystic adenomatoid malformation of the lung	malformazione congenita cistica adenomatoide del polmone
HP:0010960	Bronchopulmonary sequestration	sequestro broncopolmonare
HP:0010961	Intralobar sequestration	sequestro intralobare
HP:0010962	Extralobar sequestration	sequestro extralobare
HP:0010963	Absence of stomach bubble on fetal sonography	assenza della bolla di stomaco sull'ecografia fetale
HP:0010964	Abnormality of long-chain fatty-acid metabolism	anomalia del metabolismo di acidi grassi a catena lunga
HP:0010965	Abnormality of phytanic acid metabolism	anomalia del metabolismo acido fitanico
HP:0010966	Abnormality of fatty-acid anion metabolism	anomalia del metabolismo degli acidi grassi anione
HP:0010967	Abnormality of carnitine metabolism	anomalia del metabolismo della carnitina
HP:0010968	Abnormality of liposaccharide metabolism	anomalia del metabolismo liposaccaride
HP:0010969	Abnormality of glycolipid metabolism	anomalia del metabolismo del glicolipide
HP:0010970	Blood group antigen abnormality	anomalia dell'antigene del gruppo sanguigno
HP:0010971	Absence of Lutheran antigen on erythrocytes	assenza dell'antigene luterano sugli eritrociti
HP:0010972	Anemia of inadequate production	anemia da produzione insufficiente
HP:0010974	Abnormality of myeloid leukocytes	anomalia dei leucociti mieloide
HP:0010975	Abnormality of B cell number	anomalia del numero delle cellule B
HP:0010976	B lymphocytopenia	linfocitopenia B
HP:0010977	Abnormality of phagocytes	anomalia dei fagociti
HP:0010978	Abnormality of immune system physiology	anomalia della fisiologia del sistema immunitario
HP:0010979	Abnormality of the level of lipoprotein cholesterol	anomalia del livello di colesterolo lipoproteico
HP:0010980	Hyperlipoproteinemia	iperlipidemia
HP:0010981	Hypolipoproteinemia	ipolipoproteinemia
HP:0010982	Polygenic inheritance	eredità poligenica
HP:0010983	Oligogenic inheritance	ereditarietà oligogenica
HP:0010984	Digenic inheritance	ereditarietà digenica
HP:0010985	Gonosomal inheritance	ereditarietà gonosomale
HP:0010987	Abnormality of cellular immune system	anomalia del sistema immunitario cellulare
HP:0010988	Abnormality of the extrinsic pathway	anomalia della via metabolica estrinseca
HP:0010989	Abnormality of the intrinsic pathway	anomalia della via metabolica intrinseca
HP:0010990	Abnormality of the common coagulation pathway	anomalia della via comune della coagulazione
HP:0010991	Abnormality of the abdominal musculature	anomalia della muscolatura addominale
HP:0010992	Stress urinary incontinence	incontinenza urinaria da stress
HP:0010993	Abnormality of the cerebral subcortex	anomalia della subcorteccia cerebrale
HP:0010994	Abnormality of the striatum	anomalia dello striato
HP:0010995	Abnormality of dicarboxylic acid metabolism	anomalia del metabolismo dell'acido dicarbossilico
HP:0010996	Abnormality of monocarboxylic acid metabolism	anomalia del metabolismo dell'acido monocarbossilico
HP:0010997	Chromosomal breakage induced by ionizing radiation	rottura cromosomica indotta da radiazioni ionizzanti
HP:0010998	Increased susceptibility to spontaneous sister chromatid exchange	aumentata suscettibilità alla sorella spontanea scambio di cromatidi fratelli
HP:0010999	Aplasia of the optic tract	aplasia del tratto ottico
HP:0011000	Aplasia/Hypoplasia of the optic tract	aplasia/ipoplasia del tratto ottico
HP:0011001	Increased bone mineral density	densità minerale ossea aumentata
HP:0011002	Osteopetrosis	osteopetrosi
HP:0011003	Severe Myopia	miopia grave
HP:0011004	Abnormality of the systemic arterial tree	anomalia dell'albero arterioso sistemico
HP:0011005	Mixed cirrhosis	cirrosi mista
HP:0011006	Abnormality of the musculature of the neck	anomalia della muscolatura del collo
HP:0011007	Age of onset	età di esordio
HP:0011008	Speed of onset	velocità di insorgenza
HP:0011009	Acute	acuta
HP:0011010	Chronic	cronica
HP:0011011	Subacute	subacuta
HP:0011012	Abnormality of polysaccharide metabolism	anomalia del metabolismo dei polisaccaridi
HP:0011013	Abnormality of carbohydrate metabolism/homeostasis	anomalia del metabolismo/omeostasi dei carboidrati
HP:0011014	Abnormal glucose homeostasis	omeostasi anormale del glucosio
HP:0011015	Abnormality of blood glucose concentration	anomalia della concentrazione di glucosio del sangue
HP:0011016	Abnormality of urine glucose concentration	anomalia della concentrazione di glucosio nell'urina
HP:0011017	Abnormality of cell physiology	anomalia della fisiologia cellulare
HP:0011018	Abnormality of the cell cycle	anomalia del ciclo cellulare
HP:0011019	Abnormality of chromosome condensation	anomalia della condensazione dei cromosomi
HP:0011020	Abnormality of mucopolysaccharide metabolism	anomalia del metabolismo dei mucopolisaccaridei
HP:0011021	Abnormality of circulating enzyme level	anomalia del livello di enzimi circolanti
HP:0011022	Abnormality of unsaturated fatty acid metabolism	anomalia del metabolismo degli acidi grassi insaturi
HP:0011023	Abnormality of prostaglandin metabolism	anomalia del metabolismo della prostaglandina
HP:0011024	Abnormality of the gastrointestinal tract	anomalia del tratto gastrointestinale
HP:0011025	Abnormality of cardiovascular system physiology	anomalia della fisiologia del sistema cardiovascolare
HP:0011026	Aplasia/Hypoplasia of the vagina	aplasia/ipoplasia della vagina
HP:0011027	Abnormality of the fallopian tube	anomalia delle tube di Falloppio
HP:0011028	Abnormality of blood circulation	anomalia della circolazione sanguigna
HP:0011029	Internal hemorrhage	emorragia interna
HP:0011030	Abnormality of transition element cation homeostasis	anomalia dell'omeostasi cazione elemento di transizione
HP:0011031	Abnormality of iron homeostasis	anomalia dell'omeostasi del ferro
HP:0011032	Abnormality of fluid regulation	anomalia della regolzione dei fluidi
HP:0011033	Impairment of fructose metabolism	compromissione del metabolismo del fruttosio
HP:0011034	Amyloidosis	amiloidosi
HP:0011035	Abnormality of the renal cortex	anomalia della corteccia renale
HP:0011036	Abnormality of renal excretion	anomalia di escrezione renale
HP:0011037	Decreased urine output	diminuita produzione di urina
HP:0011038	Abnormality of renal resorption	anomalia di riassorbimento renale
HP:0011039	Abnormality of the helix	anomalia dell'elica
HP:0011040	Abnormality of the intrahepatic bile duct	anomalia del dotto biliare intraepatico
HP:0011041	Aplasia/Hypoplasia of the cervical spine	aplasia/ipoplasia del rachide cervicale
HP:0011042	Abnormality of potassium homeostasis	anomalia dell'omeostasi del potassio
HP:0011043	Abnormality of circulating adrenocorticotropin level	anomalia di livello adrenocorticotropina in circolazione
HP:0011044	Abnormal number of permanent teeth	numero abnorme di denti permanenti
HP:0011045	Agenesis of permanent maxillary central incisor	agenesia dell'incisivo centrale mascellare permanente
HP:0011046	Agenesis of primary maxillary central incisor	agenesia dell'incisivo centrale mascellare primario
HP:0011047	Agenesis of primary mandibular central incisor	agenesia dell'incisivo centrale mandibolare primario
HP:0011048	Agenesis of permanent mandibular central incisor	agenesia dell'incisivo centrale mandibolare permanente
HP:0011049	Agenesis of primary maxillary lateral incisor	agenesia dell'incisivo laterale mascellare primario
HP:0011050	Agenesis of permanent maxillary lateral incisor	agenesia dell'incisivo laterale mascellare permanente
HP:0011051	Agenesis of premolar	agenesia del premolare
HP:0011052	Agenesis of maxillary premolar	agenesia del premolare mascellare
HP:0011053	Agenesis of mandibular premolar	agenesia del premolare mandibolare
HP:0011054	Agenesis of molar	agenesia del molare
HP:0011055	Agenesis of permanent molar	agenesia del molare permanente
HP:0011056	Agenesis of first permanent molar tooth	agenesia del primo molare permanente
HP:0011057	Agenesis of second permanent molar	agenesia del secondo molare permanente
HP:0011058	Generalized periodontitis	periodontite generalizzata
HP:0011059	Localized periodontitis	parodontite localizzata
HP:0011060	Dentinogenesis imperfecta limited to primary teeth	dentinogenesi imperfetta e limitata ai denti primari
HP:0011061	Abnormality of dental structure	anomalia della struttura dentale
HP:0011062	Misalignment of incisors	disallineamento degli incisivi
HP:0011063	Abnormality of incisor morphology	anomalia della morfologia dell'incisivo
HP:0011064	Abnormal number of incisors	numero abnorme di incisivi
HP:0011065	Conical incisor	incisivo conico
HP:0011067	Mesiodens	mesiodens
HP:0011068	Odontoma	odontoma
HP:0011069	Increased number of teeth	aumentato numero dei denti
HP:0011070	Abnormality of molar morphology	anomalia della morfologia molare
HP:0011071	Abnormality of permanent molar morphology	anomalia della morfologia molare permanente
HP:0011072	Rootless teeth	denti senza radici
HP:0011073	Abnormality of dental color	anomalia del colore dentale
HP:0011074	Localized hypoplasia of dental enamel	ipoplasia localizzata dello smalto dentale
HP:0011075	Green teeth	verde denti
HP:0011076	Abnormality of premolar	anomalia del premolare
HP:0011077	Abnormality of molar	anomalia del molare
HP:0011078	Abnormality of canine	anomalia di canino
HP:0011079	Impacted tooth	dente incastrato
HP:0011080	Abnormality of premolar morphology	anomalia della morfologia premolare
HP:0011081	Incisor macrodontia	macrodonzia dell'incisivo
HP:0011082	Conical primary incisor	incisivo primario conico
HP:0011083	Conical maxillary incisor	incisivo conico mascellare
HP:0011084	Hypocalcification of dental enamel	ipocalcificazione dello smalto dentale
HP:0011085	Hypomature dental enamel	smalto dentale ipomature
HP:0011086	Dentinogenesis imperfecta of primary and permanent teeth	dentinogenesi imperfetta dei denti primari permanente
HP:0011087	Talon cusp	orlo ad artiglio
HP:0011088	Dens in dente	dens in dente
HP:0011089	Double tooth	doppio dente
HP:0011090	Fused teeth	 denti fusi insieme
HP:0011091	Gemination	geminazione
HP:0011092	Mulberry molar	gelso molare
HP:0011093	Molarization of premolar	molarizzazione del premolare
HP:0011094	Overbite	overbite
HP:0011095	Overjet	overjet
HP:0011096	Peripheral demyelination	demielinizzazione periferica
HP:0011097	Epileptic spasms	spasmi epilettici
HP:0011098	Speech apraxia	aprassia di discorso
HP:0011099	Spastic hemiplegia	emiplegia spastica
HP:0011100	Intestinal atresia	atresia intestinale
HP:0011102	Ileal atresia	atresia ileale
HP:0011103	Abnormality of the left ventricular outflow tract	anomalia del tratto di efflusso del ventricolo sinistro
HP:0011104	Abnormality of blood volume homeostasis	anomalia dell'omeostasi del volume di sangue
HP:0011105	Hypervolemia	ipervolemia
HP:0011106	Hypovolemia	ipovolemia
HP:0011107	Recurrent aphthous stomatitis	stomatite aftosa ricorrente
HP:0011108	Recurrent sinusitis	sinusite ricorrente
HP:0011109	Chronic sinusitis	sinusite cronica
HP:0011110	Tonsillitis	tonsillite
HP:0011111	Abnormality of immune serum protein physiology	anomalia della fisiologia di proteina del siero immune
HP:0011112	Abnormality of serum cytokine level	anomalia del livello di citochine del siero
HP:0011113	Abnormality of cytokine secretion	anomalia della secrezione di citochine
HP:0011114	Defective production of NFKB1-dependent cytokines	difettosa produzione di citochine NFKB1-dipendente
HP:0011115	Abnormality of chemokine secretion	anomalia della secrezione di chemochine
HP:0011116	Abnormality of interferon secretion	anomalia della secrezione di interferone
HP:0011117	Abnormality of interleukin secretion	anomalia della secrezione di interleuchina
HP:0011118	Abnormality of tumor necrosis factor secretion	anomalia della secrezione del fattore di necrosi tumorale
HP:0011119	Abnormality of the nasal dorsum	anomalia del dorso nasale
HP:0011120	Saddle nose	naso a sella
HP:0011121	Abnormality of skin morphology	anomalia della morfologia della pelle
HP:0011122	Abnormality of skin physiology	anomalia della fisiologia della pelle
HP:0011123	Inflammatory abnormality of the skin	anomalia infiammatoria della pelle
HP:0011124	Abnormality of epidermal morphology	anomalia della morfologia epidermica
HP:0011125	Abnormality of dermal melanosomes	anomalia di melanosomi dermico
HP:0011126	Nephroptosis	nefroptosi
HP:0011127	Perioral eczema	eczema periorale
HP:0011128	Acute esophageal necrosis	necrosi esofagea acuta
HP:0011129	Bilateral fetal pyelectasis	pielectasi fetale bilaterale
HP:0011130	Abnormality of renal calyx morphology	anomalia della morfologia del calice renale
HP:0011131	Perianal rash	eruzione cutanea perianale
HP:0011132	Chronic furunculosis	foruncolosi cronica
HP:0011133	Increased sensitivity to ionizing radiation	aumentata sensibilità alle radiazioni ionizzanti
HP:0011134	Low-grade fever	febbricola
HP:0011135	Aplasia/Hypoplasia of the sweat glands	aplasia/ipoplasia delle ghiandole sudoripare
HP:0011136	Aplasia of the sweat glands	aplasia delle ghiandole sudoripare
HP:0011137	Non-pruritic urticaria	orticaria non-pruriginosa
HP:0011138	Abnormality of skin adnexa	anomalia degli annessi della pelle
HP:0011139	Gastric duplication	duplicazione gastrica
HP:0011140	Gastrointestinal duplication	duplicazione gastrointestinale
HP:0011141	Age-related cataract	cataratta senile
HP:0011142	Age-related nuclear cataract	cataratta nucleare senile
HP:0011143	Age-related cortical cataract	cataratta corticale senile
HP:0011144	Age-related posterior subcapsular cataract	cataratta subcapsulare posteriore età-correlate
HP:0011145	Symptomatic seizures	epilessia sintomatica
HP:0011146	Dialeptic seizures	convulsioni dialeptiche
HP:0011147	Typical absence seizures	convulsioni tipiche da assenza
HP:0011148	Absence seizures with special features	convulsioni di assenza con caratteristiche particolari
HP:0011149	Absence seizures with eyelid myoclonia	convulsioni di assenza con mioclonia palpebrale
HP:0011150	Myoclonic absences	assenze miocloniche
HP:0011151	Obtundation status	stato di ottundimento
HP:0011152	Early onset absence seizures	convulsioni da assenza ad esordio precoce
HP:0011153	Focal motor seizures	convulsioni focali motore
HP:0011154	Focal autonomic seizures	convulsioni focali autonomiche
HP:0011155	Focal autonomic seizures with altered responsiveness	convulsioni focali autonomiche con reattività alterata
HP:0011156	Focal autonomic seizures without altered responsiveness	convulsioni focali autonomici senza reattività alterata
HP:0011157	Auras	aure
HP:0011158	Auditory auras	aure uditive
HP:0011159	Epigastric auras	aure epigastriche
HP:0011160	Gustatory auras	aure gustative
HP:0011161	Olfactory Auras	aure olfattive
HP:0011162	Psychic auras	aure psichiche
HP:0011163	Somatosensory auras	aure somatosensoriali
HP:0011164	Vegetative auras	aure vegetative
HP:0011165	Visual auras	aure visive
HP:0011166	Focal myoclonic seizures	convulsioni miocloniche focali
HP:0011167	Focal tonic seizures	convulsioni toniche focali
HP:0011168	Eyelid myoclonias	mioclonie palpebrali
HP:0011169	Generalized clonic seizures	convulsioni cloniche generalizzate
HP:0011170	Myoclonic atonic seizures	crisi miocloniche atoniche
HP:0011171	Simple febrile seizures	convulsioni febbrili semplici
HP:0011172	Complex febrile seizures	convulsioni febbrili complesse
HP:0011173	Hypokinetic seizures	convulsioni ipocinetiche
HP:0011174	Hyperkinetic seizures	convulsioni ipercinetiche
HP:0011175	Versive seizures	convulsioni versive
HP:0011176	EEG with constitutional variants	elettroencefalogramma con varianti costituzionali
HP:0011177	EEG with 4-5/second background activity	elettroencefalogramma con attività di fondo di 4-5 al secondo
HP:0011178	Alpha-EEG	alfa-elettroencefalogramma
HP:0011179	Beta-EEG	beta-elettroencefalogramma
HP:0011180	Partial beta-EEG	parziale beta-elettroencefalogramma
HP:0011181	Low voltage EEG	elettroencefalogramma a bassa tensione
HP:0011182	Epileptiform EEG discharges	scariche epilessiformi all'elettroencefalogramma
HP:0011183	EEG with hyperventilation-induced focal epileptiform discharges	elettroencefalogramma con scariche epilessiformi focale indotte da iperventilazione
HP:0011184	EEG with hyperventilation-induced generalized epileptiform discharges	elettroencefalogramma con iperventilazione indotta generalizzatascariche epilessiformi
HP:0011185	EEG with focal epileptiform discharges	elettroencefalogramma con scariche epilessiformi focale
HP:0011186	Focal epileptiform discharges with limited propagation to contralateral hemisphere	scariche epilessiformi focale con propagazione limitata all'emisfero controlaterale
HP:0011187	Focal EEG discharges with propagation to ipsilateral hemisphere	scariche EEG focale con propagazione all'emisfero ipsilaterale
HP:0011188	Focal EEG discharges with secondary generalization	scariche EEG focali con generalizzazione secondaria
HP:0011189	Bilateral multifocal epileptiform discharges	scariche epilessiformi multifocale bilaterale
HP:0011190	Uni- and bilateral multifocal epileptiform discharges	scariche epilessiformi multifocale mono e bilaterali
HP:0011191	Unilateral multifocal epileptiform discharges	scariche epilessiformi multifocale unilaterale
HP:0011192	Polymorphic focal epileptiform discharges	scariche epilessiformi focale polimorfico
HP:0011193	EEG with focal spikes	elettroencefalogramma con picchi focali
HP:0011194	EEG with series of focal spikes	elettroencefalogramma con serie di picchi focali
HP:0011195	EEG with focal sharp slow waves	elettroencefalogramma con onde lente acute
HP:0011196	EEG with focal sharp waves	elettroencefalogramma con onde acute focale
HP:0011197	EEG with focal spike waves	elettroencefalogramma con onde focali a picco
HP:0011198	EEG with generalized epileptiform discharges	elettroencefalogramma con scariche epilessiformi generalizzati
HP:0011199	EEG with generalized sharp slow waves	elettroencefalogramma con onde lente acute generalizzate
HP:0011200	EEG with generalized polymorphic epileptiform discharges	elettroencefalogramma con scariche epilessiformi polimorfiche generalizzate
HP:0011201	EEG with changes in voltage	elettroencefalogramma con cambiamenti nel voltaggio
HP:0011202	EEG with diffuse acceleration	elettroencefalogramma con accelerazione diffusa
HP:0011203	EEG with abnormally slow frequencies	elettroencefalogramma con frequenze anormalmente lente
HP:0011204	EEG with continuous slow activity	elettroencefalogramma con attività continua lenta
HP:0011205	EEG with intermittent slow activity	elettroencefalogramma con attività lenta intermittente
HP:0011206	EEG with generalized slow activity grade 1	elettroencefalogramma con attività generalizzata lenta di grado 1
HP:0011207	EEG with generalized slow activity grade 2	elettroencefalogramma con attività generalizzata lenta di grado 2
HP:0011208	EEG with generalized slow activity grade 3	elettroencefalogramma con attività generalizzata lenta di grado 3
HP:0011209	EEG with generalized slow activity grade 4	elettroencefalogramma con attività generalizzata lenta di grado 4
HP:0011210	EEG with occipital slowing	elettroencefalogramma con rallentamento occipitale
HP:0011211	EEG with photoparoxysmal response grade I	elettroencefalogramma con risposta fotoparossismale di grado I
HP:0011212	EEG with photoparoxysmal response grade II	elettroencefalogramma con risposta fotoparossismale di grado II
HP:0011213	EEG with photoparoxysmal response grade III	elettroencefalogramma con risposta fotoparossismale di grado III
HP:0011214	EEG with photoparoxysmal response grade IV	elettroencefalogramma con risposta fotoparossismale di grado IV
HP:0011215	Hemihypsarrhythmia	emipsaritmia
HP:0011217	Abnormal shape of the occiput	forma anormale dell'osso occipitale
HP:0011218	Abnormal shape of the frontal region	forma anomala della regione frontale
HP:0011219	Short face	faccia corta
HP:0011220	Prominent forehead	fronte prominente
HP:0011221	Vertical forehead creases	pieghe verticali sulla fronte
HP:0011222	Depressed glabella	glabella depressa
HP:0011223	Metopic depression	depressione metopica
HP:0011224	Ablepharon	ablefaria
HP:0011225	Epiblepharon	epiblefaria
HP:0011226	Aplasia/Hypoplasia affecting the eyelid	aplasia/ipoplasia che coinvolgono la palpebra
HP:0011227	Elevated C-reactive protein level	livello elevato della proteina C-reattiva
HP:0011228	Horizontal eyebrow	sopracciglio orizzontale
HP:0011229	Broad eyebrow	ampio sopracciglio
HP:0011230	Laterally extended eyebrow	sopracciglio lateralmente esteso
HP:0011231	Prominent eyelashes	ciglia prominente
HP:0011232	Infra-orbital fold	ripiegamento infraorbitale
HP:0011233	Antihelical shelf	mensola antielica
HP:0011234	Absent antihelix	antielica assente
HP:0011235	Additional crus of antihelix	cru aggiuntiva dell'antielica
HP:0011236	Angulated antihelix	antielica angolata
HP:0011237	Broad inferior crus of antihelix	ampio cru inferiore dell'antielica
HP:0011238	Prominent inferior crus of antihelix	crus inferiore prominente dell'antielica
HP:0011239	Underdeveloped inferior crus of antihelix	crus inferiore sottosviluppata dell'antielica
HP:0011240	Prominent stem of antihelix	asse prominente dell'antielica
HP:0011241	Serpiginous stem of antihelix	asse serpiginoso dell'antielica
HP:0011242	Underdeveloped stem of antihelix	asse sottosviluppato dell'antielica
HP:0011243	Abnormality of inferior crus of antihelix	anomalia della cru inferiore dell'antielica
HP:0011244	Abnormality of stem of antihelix	anomalia dell'asse dell'antielica
